STN,WBAN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,A,B,C,D,E,F
699604,03145,20120311,66.3,24,22.7,24,1013.7,24,1006.1,24,10.0,24,4.9,24,12.0,999.9,82.0,51.1,0.00G,999.9,000000
699604,03145,20120312,66.0,24,20.6,24,1013.3,24,1005.7,24,10.0,24,3.6,24,7.0,999.9,81.0,53.1,0.00G,999.9,000000
699604,03145,20120313,66.3,24,26.3,24,1013.5,24,1005.9,24,9.9,24,3.4,24,12.0,999.9,81.0,53.1,0.00G,999.9,000000
699604,03145,20120314,67.7,23,31.6,23,1014.8,23,1007.2,23,10.0,23,2.4,23,8.9,999.9,81.0,51.1,0.00G,999.9,000000
699604,03145,20120315,68.4,24,32.6,24,1016.0,23,1008.3,24,9.9,24,1.5,24,5.1,999.9,84.0,54.0,0.00G,999.9,000000
699604,03145,20120316,69.9,24,35.6,24,1012.6,24,1005.0,24,10.0,24,2.3,24,8.0,999.9,86.0,55.9,0.00G,999.9,000000
699604,03145,20120317,68.5,24,39.0,24,1007.5,24,1000.0,24,9.9,24,5.0,24,19.0,26.0,84.0,59.0,0.00G,999.9,000000
699604,03145,20120318,57.6,24,33.9,24,1007.0,22,999.5,24,9.6,24,13.2,24,24.1,33.0,73.0,48.9,0.01G,999.9,010000
699604,03145,20120319,52.6,24,31.2,24,1012.6,23,1004.9,24,9.6,24,8.6,24,26.0,32.1,62.1,43.0,0.00G,999.9,000000
699604,03145,20120320,56.2,24,34.4,24,1017.7,24,1009.9,24,10.0,23,3.3,24,9.9,999.9,72.0,46.0,0.00G,999.9,000000
699604,03145,20120321,63.1,24,29.1,24,1017.6,24,1009.9,24,10.0,24,2.5,24,8.0,999.9,80.1,46.9,0.00G,999.9,000000
699604,03145,20120322,68.8,24,32.3,24,1011.7,24,1004.2,24,10.0,24,2.3,24,8.0,999.9,86.0,53.1,0.00G,999.9,000000
699604,03145,20120323,71.8,24,31.1,24,1012.0,24,1004.4,24,10.0,24,5.1,24,12.0,15.9,84.9,57.9,0.00G,999.9,000000
699604,03145,20120324,71.3,24,32.4,24,1011.9,24,1004.3,24,10.0,24,5.3,24,14.0,999.9,86.0,57.9,0.00G,999.9,000000
699604,03145,20120325,70.7,24,32.2,24,1009.0,24,1001.5,24,9.8,24,10.0,24,22.9,28.9,82.0,62.1,0.00G,999.9,000000
699604,03145,20120326,64.2,24,35.7,24,1014.7,24,1007.1,24,10.0,24,6.3,24,15.0,17.1,73.9,54.0,0.00G,999.9,000000
699604,03145,20120327,65.4,24,34.1,24,1015.2,24,1007.6,24,9.8,24,1.7,24,6.0,999.9,80.1,52.0,0.00G,999.9,000000
699604,03145,20120328,69.3,24,33.4,24,1013.5,24,1005.9,24,9.8,24,2.1,24,7.0,999.9,82.9,54.0,0.00G,999.9,000000
699604,03145,20120329,71.3,24,32.9,24,1012.5,24,1005.0,24,9.9,24,2.2,24,7.0,999.9,86.0,57.0,0.00G,999.9,000000
699604,03145,20120330,73.8,24,39.8,24,1011.5,24,1004.0,24,10.0,24,3.4,24,7.0,999.9,89.1,59.0,0.00G,999.9,000000
699604,03145,20120331,75.9,24,30.1,24,1010.3,24,1002.8,24,9.8,24,3.8,24,9.9,14.0,90.0,60.1,0.00G,999.9,000000
699604,03145,20120401,66.7,24,33.2,24,1011.1,24,1003.6,24,9.5,24,13.7,24,22.9,28.9,84.9,55.9,0.00G,999.9,000000
699604,03145,20120402,67.8,24,19.5,24,1012.7,24,1005.2,24,10.0,24,10.5,24,18.1,27.0,79.0,57.0,0.00G,999.9,000000
699604,03145,20120403,69.0,24,14.1,24,1012.9,23,1005.4,24,9.8,24,6.6,24,12.0,18.1,84.0,53.1,0.00G,999.9,000000
699604,03145,20120404,70.8,24,24.2,24,1011.7,24,1004.1,24,10.0,24,4.1,24,9.9,14.0,87.1,57.0,0.00G,999.9,000000
699604,03145,20120405,72.2,24,23.7,24,1008.6,24,1001.1,24,10.0,24,4.1,24,8.9,14.0,87.1,60.1,0.00G,999.9,000000
699604,03145,20120406,68.5,24,16.8,24,1013.5,24,1006.0,24,10.0,24,11.5,24,18.1,26.0,84.9,55.9,0.00G,999.9,000000
699604,03145,20120407,70.1,24,7.6,24,1016.2,24,1008.6,24,10.0,24,6.3,24,11.1,999.9,87.1,57.9,0.00G,999.9,000000
699604,03145,20120408,71.9,24,21.3,24,1015.0,24,1007.4,24,10.0,24,2.3,24,7.0,999.9,90.0,54.0,0.00G,999.9,000000
699604,03145,20120409,76.3,24,24.7,24,1012.8,24,1005.4,24,10.0,24,2.9,24,8.9,999.9,93.0,62.1,0.00G,999.9,000000
699604,03145,20120410,76.2,24,31.6,24,1009.6,24,1002.2,24,9.7,24,7.3,24,21.0,26.0,91.0,61.0,0.00G,999.9,000000
699604,03145,20120411,69.9,24,39.2,24,1011.1,22,1003.5,24,9.2,24,7.5,24,15.0,22.0,86.0,59.0,0.00G,999.9,000000
699604,03145,20120412,64.7,24,33.8,24,1017.0,24,1009.4,24,10.0,24,10.6,24,15.9,22.0,75.0,54.0,0.00G,999.9,000000
699604,03145,20120413,66.6,24,32.2,23,1012.2,24,1004.6,24,9.9,24,6.3,24,13.0,15.9,78.1,57.9,0.00G,999.9,000000
699604,03145,20120414,60.3,24,32.2,24,1009.9,22,1002.0,24,8.8,24,14.6,24,27.0,35.0,75.0,48.9,0.00G,999.9,000000
699604,03145,20120415,60.8,24,33.3,24,1017.3,24,1009.6,24,10.0,24,5.5,24,12.0,19.0,77.0,48.0,0.00G,999.9,000000
699604,03145,20120416,69.5,24,34.8,24,1018.1,24,1010.5,24,10.0,24,2.9,24,9.9,999.9,87.1,55.0,0.00G,999.9,000000
699604,03145,20120417,75.6,24,33.7,24,1014.9,24,1007.4,24,9.8,24,2.7,24,8.0,999.9,91.0,60.1,0.00G,999.9,000000
699604,03145,20120418,78.8,24,33.8,24,1011.3,24,1003.8,24,10.0,24,3.3,24,8.9,999.9,97.0,62.1,0.00G,999.9,000000
699604,03145,20120419,79.2,24,32.0,24,1009.9,23,1002.5,24,9.9,24,3.3,24,8.9,999.9,93.9,66.0,0.00G,999.9,000000
699604,03145,20120420,82.6,24,37.6,24,1011.0,24,1003.5,24,10.0,24,3.3,24,7.0,999.9,100.0,68.0,0.00G,999.9,000000
699604,03145,20120421,86.1,24,41.8,24,1009.7,24,1002.3,24,10.0,24,3.3,24,7.0,999.9,102.9,70.0,0.00G,999.9,000000
699604,03145,20120422,87.7,24,37.2,24,1008.7,23,1001.4,24,9.8,24,3.7,24,9.9,15.0,104.0,71.1,0.00G,999.9,000000
699604,03145,20120423,85.2,23,38.3,23,1008.6,23,1001.2,23,9.5,23,10.8,23,22.0,27.0,100.0,77.0,0.00G,999.9,000000
699604,03145,20120424,75.8,24,40.5,24,1011.4,23,1003.9,24,10.0,24,4.4,24,14.0,999.9,89.1,62.1,0.00G,999.9,000000
699604,03145,20120425,81.4,24,41.1,24,1010.1,24,1002.7,24,10.0,24,4.3,18,7.0,999.9,90.0,72.0,0.00G,999.9,000000
699604,03145,20120426,74.6,24,45.7,24,1010.1,24,1002.7,24,9.4,24,6.6,24,12.0,15.9,91.0,61.0,0.00G,999.9,010000
699604,03145,20120427,73.1,24,44.2,24,1013.4,24,1005.9,24,10.0,24,6.8,24,11.1,17.1,86.0,62.1,0.05G,999.9,000000
699604,03145,20120428,78.5,24,36.9,24,1008.1,24,1000.6,24,10.0,24,4.0,24,8.9,999.9,96.1,62.1,0.00G,999.9,000000
699604,03145,20120429,80.5,24,42.2,24,1006.9,24,999.5,24,10.0,24,8.3,24,14.0,15.9,91.9,70.0,0.00G,999.9,000000
699604,03145,20120430,79.1,24,43.5,24,1010.1,24,1002.7,24,10.0,24,6.0,24,12.0,18.1,93.0,66.9,0.00G,999.9,000000
699604,03145,20120501,80.0,24,42.4,24,1007.7,24,1000.3,24,10.0,24,9.3,24,15.0,22.9,93.9,69.1,0.00G,999.9,000000
699604,03145,20120502,76.2,24,47.1,24,1007.3,24,999.9,24,10.0,24,7.1,24,14.0,15.0,89.1,64.9,0.00G,999.9,000000
699604,03145,20120503,76.4,24,47.5,24,1010.0,24,1002.5,24,10.0,24,5.2,24,13.0,15.0,90.0,64.9,0.00G,999.9,000000
699604,03145,20120504,79.2,24,39.4,24,1011.5,24,1004.1,24,10.0,24,4.2,24,8.9,999.9,93.9,62.1,0.00G,999.9,000000
699604,03145,20120505,81.1,24,32.7,24,1010.7,24,1003.2,24,10.0,24,5.2,24,9.9,15.0,93.0,66.9,0.00G,999.9,000000
699604,03145,20120506,78.6,24,34.1,24,1009.5,24,1002.1,24,10.0,24,2.7,24,8.0,999.9,95.0,61.0,0.00G,999.9,000000
699604,03145,20120507,80.0,24,30.1,23,1009.2,24,1001.8,24,10.0,24,6.4,24,15.0,20.0,96.1,63.0,0.00G,999.9,000000
699604,03145,20120508,83.2,24,15.8,24,1008.3,23,1000.9,24,10.0,23,5.5,24,11.1,999.9,91.9,69.1,0.00G,999.9,000000
699604,03145,20120509,82.6,24,28.8,24,1007.6,23,1000.2,24,10.0,24,4.7,24,13.0,21.0,100.0,64.9,0.00G,999.9,000000
699604,03145,20120510,85.2,24,35.7,24,1007.5,21,1000.3,24,8.8,24,7.0,24,21.0,28.9,99.0,71.6,0.00G,999.9,000000
699604,03145,20120511,82.9,24,33.4,24,1007.1,24,999.7,24,10.0,24,5.6,24,15.0,999.9,98.1,68.0,0.00G,999.9,000000
699604,03145,20120512,84.8,24,32.8,24,1010.8,24,1003.4,24,10.0,24,4.2,24,8.9,999.9,100.0,69.1,0.00G,999.9,000000
699604,03145,20120513,86.8,24,35.6,24,1011.2,24,1003.7,24,10.0,24,3.0,24,7.0,999.9,102.9,69.1,0.00G,999.9,000000
699604,03145,20120514,91.0,24,29.5,24,1009.1,24,1001.7,24,10.0,24,4.9,24,13.0,999.9,107.1,73.0,0.00G,999.9,000000
699604,03145,20120515,91.6,24,25.7,24,1006.5,24,999.2,24,10.0,24,4.9,24,8.0,999.9,107.1,75.9,0.00G,999.9,000000
699604,03145,20120516,89.0,24,31.1,24,1006.2,24,998.9,24,10.0,24,3.9,24,8.0,999.9,105.1,70.0,0.00G,999.9,000000
699604,03145,20120517,88.8,24,37.7,24,1005.7,24,998.4,24,10.0,24,8.6,24,15.0,20.0,104.0,73.0,0.00G,999.9,000000
699604,03145,20120518,85.3,24,39.4,24,1004.3,24,997.0,24,10.0,24,7.9,24,13.0,19.0,100.0,71.1,0.00G,999.9,000000
699604,03145,20120519,82.7,24,37.6,24,1006.8,24,999.4,24,10.0,24,3.9,24,13.0,999.9,98.1,70.0,0.00G,999.9,000000
699604,03145,20120520,87.9,24,37.3,24,1008.5,24,1001.1,24,10.0,24,3.0,24,8.0,999.9,104.0,73.0,0.00G,999.9,000000
699604,03145,20120521,91.7,24,34.7,24,1008.4,24,1001.1,24,10.0,24,3.5,24,8.9,999.9,108.0,73.0,0.00G,999.9,000000
699604,03145,20120522,92.5,24,28.3,24,1006.9,24,999.6,24,10.0,24,4.7,24,11.1,15.9,107.1,72.0,0.00G,999.9,000000
699604,03145,20120523,89.7,24,40.7,24,1002.0,23,994.5,24,10.0,24,7.6,24,15.9,999.9,106.0,73.9,0.00G,999.9,000000
699604,03145,20120524,84.1,24,52.8,24,1000.0,24,992.7,24,10.0,24,11.1,24,15.0,22.0,97.0,73.9,0.00G,999.9,000000
699604,03145,20120525,77.8,24,52.6,24,1000.9,24,993.6,24,10.0,24,15.9,24,22.0,28.0,89.1,68.0,0.00G,999.9,000000
699604,03145,20120526,69.3,24,33.1,24,1009.4,20,1001.3,24,7.9,24,12.3,24,26.0,33.0,84.0,57.0,0.00G,999.9,000000
699604,03145,20120527,74.5,24,33.6,24,1012.5,24,1005.0,24,10.0,24,6.6,24,12.0,999.9,89.1,62.1,0.00G,999.9,000000
699604,03145,20120528,79.6,24,29.0,24,1011.0,24,1003.5,24,10.0,24,3.4,24,8.9,999.9,93.9,64.0,0.00G,999.9,000000
699604,03145,20120529,83.4,24,30.5,24,1010.1,24,1002.6,24,10.0,24,4.2,24,8.0,999.9,98.1,68.0,0.00G,999.9,000000
699604,03145,20120530,84.8,24,29.5,24,1010.0,24,1002.6,24,10.0,24,4.6,24,13.0,999.9,100.9,71.1,0.00G,999.9,000000
699604,03145,20120531,90.4,24,34.2,24,1006.8,24,999.4,24,10.0,24,4.2,24,11.1,14.0,111.9,70.0,0.00G,999.9,000000
699604,03145,20120601,94.6,24,34.1,24,1003.7,24,996.4,24,10.0,24,5.3,24,11.1,15.0,113.0,73.0,0.00G,999.9,000000
699604,03145,20120602,91.1,24,42.8,24,1004.8,24,997.5,24,10.0,24,9.3,24,18.1,999.9,111.0,73.0,0.00G,999.9,000000
699604,03145,20120603,87.9,24,46.2,24,1006.2,24,998.8,24,10.0,24,12.3,24,20.0,24.1,102.0,75.0,0.00G,999.9,000000
699604,03145,20120604,87.0,24,48.0,24,1007.5,24,1000.1,24,10.0,24,9.8,24,14.0,15.9,100.9,75.9,0.00G,999.9,000000
699604,03145,20120605,86.3,24,39.0,24,1007.4,24,1000.0,24,10.0,24,7.0,24,11.1,15.9,100.0,75.0,0.00G,999.9,000000
699604,03145,20120606,84.9,24,30.6,24,1005.6,24,998.2,24,9.9,24,6.0,24,12.0,20.0,98.1,73.0,0.00G,999.9,000000
699604,03145,20120607,85.0,24,40.6,24,1006.0,24,998.6,24,10.0,24,5.1,24,8.9,14.0,100.9,69.1,0.00G,999.9,000000
699604,03145,20120608,86.8,24,34.1,24,1006.3,24,998.9,24,10.0,24,6.2,24,12.0,19.0,102.9,71.1,0.00G,999.9,000000
699604,03145,20120609,87.2,24,41.0,24,1003.7,23,996.4,24,9.8,24,7.3,24,13.0,14.0,102.0,73.9,0.00G,999.9,000000
699604,03145,20120610,87.7,24,43.0,24,1004.9,24,997.5,24,10.0,24,5.1,24,13.0,999.9,102.0,73.0,0.00G,999.9,000000
699604,03145,20120611,88.6,24,44.1,24,1008.2,24,1000.8,24,10.0,24,5.8,24,11.1,15.0,104.0,75.0,0.00G,999.9,000000
699604,03145,20120612,89.0,24,27.5,24,1009.0,24,1001.6,24,10.0,24,4.0,24,8.9,999.9,105.1,72.0,0.00G,999.9,000000
699604,03145,20120613,91.8,24,31.7,24,1005.1,24,997.8,24,9.7,24,4.5,24,9.9,999.9,108.0,75.9,0.00G,999.9,000000
699604,03145,20120614,90.3,24,38.8,24,1003.8,24,996.5,24,10.0,24,9.6,24,21.0,26.0,106.0,77.0,0.00G,999.9,000000
699604,03145,20120615,87.5,24,43.8,24,1004.5,24,997.1,24,10.0,24,11.6,24,17.1,24.1,98.1,77.0,0.00G,999.9,000000
699604,03145,20120616,85.5,24,41.2,24,1006.8,24,999.4,24,10.0,24,6.3,24,17.1,999.9,100.9,71.1,0.00G,999.9,000000
699604,03145,20120617,90.8,24,38.4,24,1008.2,24,1000.8,24,10.0,24,2.8,24,7.0,999.9,108.0,75.9,0.00G,999.9,000000
699604,03145,20120618,97.1,24,36.0,24,1005.2,24,997.9,24,10.0,24,6.1,24,17.1,27.0,113.0,79.0,0.00G,999.9,000000
699604,03145,20120619,96.4,24,20.3,24,1003.5,24,996.3,24,9.5,24,11.8,24,21.0,28.9,109.9,81.0,0.00G,999.9,000000
699604,03145,20120620,91.6,24,21.8,24,1003.0,24,995.7,24,9.5,24,6.3,24,17.1,25.1,107.1,75.9,0.00G,999.9,000000
699604,03145,20120621,91.8,24,45.7,24,1005.3,24,998.0,24,10.0,24,8.3,24,14.0,20.0,107.1,73.9,0.00G,999.9,000000
699604,03145,20120622,91.1,24,41.7,24,1005.5,24,998.2,24,10.0,24,6.2,24,13.0,15.0,105.1,73.9,0.00G,999.9,000000
699604,03145,20120623,90.4,24,25.0,24,1003.8,24,996.5,24,10.0,24,5.7,24,15.0,21.0,104.0,77.0,0.00G,999.9,000000
699604,03145,20120624,91.7,24,48.2,24,1006.8,24,999.5,24,10.0,24,7.7,24,15.0,22.0,105.1,77.0,0.00G,999.9,000000
699604,03145,20120625,91.5,24,47.8,24,1008.8,24,1001.5,24,10.0,24,5.3,24,13.0,14.0,105.1,82.0,0.00G,999.9,000000
699604,03145,20120626,94.8,24,34.5,24,1005.9,24,998.6,24,10.0,24,5.1,24,8.0,999.9,107.1,82.0,0.00G,999.9,000000
699604,03145,20120627,95.7,24,41.3,24,1004.5,24,997.3,24,10.0,24,6.0,24,15.0,20.0,111.0,80.1,0.00G,999.9,000000
699604,03145,20120628,96.3,24,55.0,24,1008.4,24,1001.1,24,10.0,24,7.1,24,14.0,19.0,109.0,84.0,0.00G,999.9,000000
699604,03145,20120629,95.8,24,52.2,24,1009.7,24,1002.4,24,10.0,24,4.7,24,12.0,15.0,109.9,82.0,0.00G,999.9,000000
699604,03145,20120630,96.1,24,29.3,21,1007.4,24,1000.2,24,10.0,24,6.0,24,12.0,999.9,109.0,81.0,0.00G,999.9,000000
699604,03145,20120701,94.0,24,29.4,23,1004.8,24,997.5,24,10.0,24,5.8,24,9.9,999.9,108.0,75.9,0.00G,999.9,000000
699604,03145,20120702,92.2,24,48.5,24,1005.2,24,997.9,24,10.0,24,8.5,24,19.0,26.0,106.0,77.0,0.00G,999.9,000000
699604,03145,20120703,87.4,24,64.6,24,1007.2,24,999.9,24,9.3,24,13.3,24,20.0,26.0,98.1,81.0,0.00G,999.9,000000
699604,03145,20120704,87.2,24,62.7,24,1008.2,24,1000.8,24,10.0,24,8.2,24,13.0,999.9,93.9,82.9,0.00G,999.9,000000
699604,03145,20120705,89.1,24,55.4,24,1009.3,24,1001.9,24,10.0,24,6.4,24,11.1,15.9,102.0,79.0,0.00G,999.9,000000
699604,03145,20120706,90.0,24,41.2,24,1009.9,24,1002.5,24,10.0,24,5.4,24,15.0,999.9,106.0,75.9,0.00G,999.9,000000
699604,03145,20120707,94.6,24,39.4,24,1009.5,24,1002.2,24,10.0,24,4.5,24,11.1,15.9,109.0,77.0,0.00G,999.9,000000
699604,03145,20120708,98.0,24,33.4,24,1008.9,24,1001.6,24,10.0,24,6.5,24,11.1,999.9,111.0,81.0,0.00G,999.9,000000
699604,03145,20120709,98.2,24,46.1,24,1008.0,24,1000.7,24,10.0,24,5.9,24,9.9,14.0,111.0,84.9,0.00G,999.9,000000
699604,03145,20120710,99.4,24,54.9,24,1006.0,24,998.7,24,10.0,24,6.0,24,12.0,999.9,115.0,86.0,0.00G,999.9,000000
699604,03145,20120711,99.1,24,57.4,24,1005.6,24,998.3,24,9.8,24,10.3,24,19.0,25.1,114.1,91.9,0.00G,999.9,000000
699604,03145,20120712,89.7,24,66.3,24,1008.0,24,1000.7,24,9.7,24,7.5,24,22.0,22.9,105.1,79.0,0.07G,999.9,010000
699604,03145,20120713,92.4,24,66.6,24,1008.6,22,1001.2,24,9.9,24,6.3,24,18.1,26.0,98.1,84.9,0.13G,999.9,010010
699604,03145,20120714,86.0,24,70.4,24,1010.1,22,1002.8,24,9.1,24,6.3,24,24.1,31.1,100.0,75.2,1.66G,999.9,010010
699604,03145,20120715,92.4,24,62.7,24,1008.9,24,1001.6,24,10.0,24,8.3,24,15.0,22.0,105.1,81.0,0.00G,999.9,000000
699604,03145,20120716,93.2,24,58.1,24,1007.1,24,999.8,24,10.0,24,5.7,24,11.1,14.0,105.1,82.9,0.00G,999.9,000000
699604,03145,20120717,90.6,24,39.2,24,1008.4,23,1001.1,24,9.1,24,4.6,24,13.0,999.9,102.9,79.0,0.00G,999.9,000000
699604,03145,20120718,92.8,24,35.0,24,1009.4,24,1002.1,24,10.0,24,4.6,24,8.0,999.9,104.0,81.0,0.00G,999.9,000000
699604,03145,20120719,93.9,24,52.2,24,1009.4,24,1002.1,24,10.0,24,4.7,24,8.9,999.9,104.0,84.9,0.00G,999.9,000000
699604,03145,20120720,95.3,24,57.2,24,1009.7,24,1002.4,24,10.0,24,3.2,24,8.0,999.9,108.0,84.0,0.00G,999.9,000000
699604,03145,20120721,96.4,24,64.4,24,1009.2,24,1001.8,24,10.0,24,8.5,24,17.1,999.9,107.1,88.0,0.00G,999.9,000000
699604,03145,20120722,96.4,24,64.5,24,1008.8,24,1001.5,24,10.0,24,6.8,24,17.1,999.9,105.1,88.0,0.00G,999.9,000000
699604,03145,20120723,96.1,24,64.2,24,1009.2,24,1001.8,24,10.0,24,6.9,24,17.1,20.0,107.1,89.1,0.00G,999.9,000000
699604,03145,20120724,97.1,24,51.7,24,1008.3,24,1001.0,24,10.0,24,5.5,24,8.9,999.9,108.0,87.1,0.00G,999.9,000000
699604,03145,20120725,96.7,24,53.5,23,1008.6,23,1001.3,24,10.0,24,6.0,24,13.0,17.1,108.0,87.1,0.00G,999.9,000000
699604,03145,20120726,94.2,24,58.5,24,1008.3,24,1001.0,24,10.0,24,6.6,24,11.1,999.9,106.0,82.9,0.00G,999.9,000000
699604,03145,20120727,94.5,24,53.6,24,1008.3,24,1001.0,24,10.0,24,5.7,24,9.9,999.9,108.0,80.1,0.00G,999.9,000000
699604,03145,20120728,93.2,24,58.0,24,1008.9,24,1001.5,24,10.0,24,8.4,24,19.0,20.0,108.0,81.0,0.00G,999.9,000000
699604,03145,20120729,90.1,24,66.6,24,1010.4,24,1003.1,24,10.0,24,9.0,24,17.1,21.0,96.1,84.9,0.00G,999.9,010000
699604,03145,20120730,86.7,24,69.3,24,1011.4,24,1003.9,24,9.6,24,9.0,24,19.0,20.0,95.0,81.0,0.00G,999.9,010010
699604,03145,20120731,83.1,24,70.4,24,1012.5,23,1005.0,24,9.9,24,4.2,24,8.9,999.9,93.0,78.1,0.00G,999.9,010010
699604,03145,20120801,90.2,24,67.9,24,1012.6,24,1005.2,24,10.0,24,3.9,24,12.0,999.9,100.9,82.9,0.00G,999.9,000000
699604,03145,20120802,94.4,24,61.2,24,1010.0,24,1002.7,24,10.0,24,3.8,24,11.1,999.9,105.1,84.0,0.00G,999.9,000000
699604,03145,20120803,96.3,24,53.6,24,1006.6,24,999.3,24,10.0,24,4.9,24,8.9,14.0,108.0,86.0,0.00G,999.9,000000
699604,03145,20120804,95.7,24,51.3,24,1005.7,24,998.4,24,10.0,24,6.1,24,13.0,15.9,109.0,81.0,0.00G,999.9,000000
699604,03145,20120805,94.3,24,56.8,24,1009.2,24,1001.8,24,10.0,24,7.1,24,18.1,24.1,108.0,82.9,0.00G,999.9,000000
699604,03145,20120806,96.9,24,60.8,24,1011.2,24,1003.9,24,10.0,24,3.4,24,9.9,999.9,109.0,86.0,0.00G,999.9,000000
699604,03145,20120807,99.1,24,61.3,24,1009.2,24,1001.9,24,10.0,24,6.9,24,15.9,17.1,109.0,89.1,0.00G,999.9,000000
699604,03145,20120808,99.3,24,60.0,24,1007.8,24,1000.5,24,10.0,24,4.8,24,11.1,999.9,114.1,87.1,0.00G,999.9,000000
699604,03145,20120809,98.0,24,64.7,24,1007.8,24,1000.5,24,9.7,24,7.9,24,22.9,28.9,113.0,87.1,0.00G,999.9,000000
699604,03145,20120810,97.6,24,65.6,24,1006.0,24,998.7,24,10.0,24,5.5,24,15.0,999.9,111.0,87.1,0.00G,999.9,000000
699604,03145,20120811,101.4,24,58.5,24,1004.2,23,996.9,24,10.0,24,4.6,24,14.0,17.1,111.9,91.0,0.00G,999.9,010010
699604,03145,20120812,102.4,24,58.5,24,1004.5,23,997.2,24,10.0,24,3.5,23,7.0,999.9,115.0,91.0,0.00G,999.9,000000
699604,03145,20120813,101.2,24,58.5,24,1004.7,24,997.4,24,8.5,24,5.0,24,15.0,22.9,116.1,89.1,0.00G,999.9,000000
699604,03145,20120814,99.9,24,59.3,24,1004.9,24,997.7,24,9.6,24,7.0,24,22.9,28.9,113.0,88.0,0.00G,999.9,000000
699604,03145,20120815,95.1,24,66.8,24,1006.1,23,998.8,24,9.0,24,11.6,24,22.9,33.0,111.9,87.1,0.00G,999.9,010000
699604,03145,20120816,90.6,24,70.3,24,1008.8,23,1001.6,24,10.0,24,8.7,24,13.0,999.9,100.0,87.1,0.00G,999.9,000000
699604,03145,20120817,87.0,24,69.9,24,1011.8,23,1004.4,24,9.5,24,9.1,24,22.9,28.9,93.0,81.0,0.00G,999.9,000000
699604,03145,20120818,88.9,24,71.7,24,1010.7,24,1003.3,24,10.0,24,6.5,24,9.9,999.9,100.0,82.9,0.00G,999.9,000000
699604,03145,20120819,91.4,24,69.6,24,1008.0,24,1000.7,24,10.0,24,7.2,24,12.0,15.9,104.0,82.0,0.00G,999.9,000000
699604,03145,20120820,95.2,24,69.2,24,1007.3,24,1000.0,24,10.0,24,9.6,24,18.1,999.9,105.1,87.1,0.00G,999.9,000000
699604,03145,20120821,94.1,24,69.5,24,1007.6,24,1000.3,24,10.0,24,9.6,24,15.0,19.0,104.0,87.1,0.00G,999.9,000000
699604,03145,20120822,92.2,24,66.0,24,1007.6,23,1000.4,24,9.7,24,7.9,24,24.1,27.0,102.0,84.0,0.00G,999.9,000000
699604,03145,20120823,87.8,24,69.1,24,1008.8,24,1001.4,24,10.0,24,6.9,24,13.0,18.1,100.9,79.0,0.00G,999.9,000000
699604,03145,20120824,92.6,24,67.8,24,1007.4,24,1000.1,24,10.0,24,6.0,24,9.9,15.0,102.9,82.9,0.00G,999.9,000000
699604,03145,20120825,93.3,24,60.0,24,1005.9,24,998.5,24,10.0,24,6.2,24,13.0,14.0,105.1,82.0,0.00G,999.9,000000
699604,03145,20120826,92.9,24,56.3,24,1006.5,24,999.2,24,10.0,24,5.7,24,11.1,999.9,106.0,82.0,0.00G,999.9,000000
699604,03145,20120827,94.6,24,55.9,24,1008.7,24,1001.4,24,10.0,24,2.4,24,7.0,999.9,109.0,81.0,0.00G,999.9,000000
699604,03145,20120828,97.1,24,58.0,24,1008.2,23,1000.8,24,10.0,24,4.9,24,8.0,999.9,108.0,87.1,0.00G,999.9,000000
699604,03145,20120829,96.1,24,67.1,24,1007.6,24,1000.3,24,10.0,24,10.1,24,15.9,18.1,107.1,86.0,0.00G,999.9,000000
699604,03145,20120830,87.7,24,68.9,24,1007.5,15,1000.2,24,9.6,24,8.8,24,28.0,33.0,100.9,79.0,0.02G,999.9,010010
699604,03145,20120831,87.4,24,71.2,24,1008.6,23,1001.2,24,10.0,24,4.5,24,11.1,999.9,100.9,80.1,0.10G,999.9,000000
699604,03145,20120901,93.1,24,62.6,24,1008.7,24,1001.4,24,10.0,24,5.1,24,8.9,999.9,105.1,84.0,0.00G,999.9,000000
699604,03145,20120902,95.1,24,45.1,24,1008.2,24,1000.9,24,10.0,23,3.3,24,8.9,999.9,108.0,81.0,0.00G,999.9,000000
699604,03145,20120903,94.9,24,67.3,24,1009.5,24,1002.2,24,10.0,22,9.9,24,19.0,24.1,107.1,86.0,0.00G,999.9,000000
699604,03145,20120904,91.8,24,70.7,24,1011.8,24,1004.4,24,9.9,23,10.7,24,18.1,999.9,100.9,84.9,0.00G,999.9,000000
699604,03145,20120905,91.3,24,71.0,24,1010.7,24,1003.4,24,10.0,24,6.7,24,13.0,14.0,102.9,82.9,0.00G,999.9,000000
699604,03145,20120906,92.1,23,71.2,23,1008.7,13,1001.9,23,10.0,23,8.5,23,13.0,999.9,102.0,84.0,0.00G,999.9,000000
699604,03145,20120907,92.0,24,66.9,24,1011.0,21,1003.4,24,10.0,24,6.2,24,15.9,22.0,99.0,84.9,0.00G,999.9,010010
699604,03145,20120908,93.0,24,66.7,24,1009.6,24,1002.3,24,10.0,24,4.6,24,9.9,14.0,100.9,88.0,0.00G,999.9,010000
699604,03145,20120909,93.8,24,63.0,24,1009.0,22,1001.6,24,10.0,24,6.5,24,13.0,15.0,102.9,87.1,0.00G,999.9,010010
